borrower_id,income_trend_score,balance_trend_score,payment_consistency_score,expense_pressure_score,income_volatility_score,loan_health_score,risk_bucket
B4063,99.92,98.31,100.0,100.0,100.0,99.55,Green
B4064,96.93,100.0,100.0,100.0,100.0,99.08,Green
B4065,95.23,98.91,100.0,100.0,100.0,98.3,Green
B4066,99.92,96.06,100.0,100.0,100.0,98.99,Green
B4067,95.27,99.38,100.0,100.0,100.0,98.43,Green
B4068,97.01,97.69,100.0,100.0,100.0,98.53,Green
B4069,99.44,99.86,100.0,100.0,100.0,99.8,Green
B4070,99.46,96.79,100.0,100.0,100.0,99.04,Green
B4071,98.76,100.0,100.0,100.0,100.0,99.63,Green
B4072,99.69,96.29,100.0,100.0,100.0,98.98,Green
B4073,99.96,100.0,100.0,100.0,100.0,99.99,Green
B4074,100.0,98.18,100.0,100.0,100.0,99.54,Green
B4075,99.94,93.95,100.0,100.0,100.0,98.47,Green
B4076,97.84,100.0,100.0,100.0,100.0,99.35,Green
B4077,98.57,98.51,100.0,100.0,100.0,99.2,Green
B4078,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4079,97.13,96.29,100.0,100.0,100.0,98.21,Green
B4080,99.63,100.0,100.0,100.0,100.0,99.89,Green
B4081,96.71,100.0,100.0,100.0,100.0,99.01,Green
B4082,96.12,97.28,100.0,100.0,100.0,98.16,Green
B4083,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4084,99.96,100.0,100.0,100.0,100.0,99.99,Green
B4085,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4086,97.12,95.99,100.0,100.0,100.0,98.13,Green
B4087,98.9,100.0,100.0,100.0,100.0,99.67,Green
B4088,97.16,100.0,100.0,100.0,100.0,99.15,Green
B4089,99.46,99.45,100.0,100.0,100.0,99.7,Green
B4090,97.31,97.06,100.0,100.0,100.0,98.46,Green
B4091,99.74,99.44,100.0,100.0,100.0,99.78,Green
B4092,99.4,98.37,100.0,100.0,100.0,99.41,Green
B4093,95.62,98.32,100.0,100.0,100.0,98.27,Green
B4094,98.22,100.0,100.0,100.0,100.0,99.47,Green
B4095,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4096,98.33,98.46,100.0,100.0,100.0,99.11,Green
B4097,100.0,97.92,100.0,100.0,100.0,99.48,Green
B4098,98.89,97.31,100.0,100.0,100.0,98.99,Green
B4099,98.58,100.0,100.0,100.0,100.0,99.57,Green
B4100,98.08,95.1,100.0,100.0,100.0,98.2,Green
B4101,96.69,100.0,100.0,100.0,100.0,99.01,Green
B4102,99.25,100.0,100.0,100.0,100.0,99.78,Green
B4103,96.23,100.0,100.0,100.0,100.0,98.87,Green
B4104,100.0,99.99,100.0,100.0,100.0,100.0,Green
B4105,99.27,95.28,100.0,100.0,100.0,98.6,Green
B4106,96.41,94.41,100.0,100.0,100.0,97.53,Green
B4107,97.88,100.0,100.0,100.0,100.0,99.36,Green
B4108,99.46,98.68,100.0,100.0,100.0,99.51,Green
B4109,99.63,95.48,100.0,100.0,100.0,98.76,Green
B4110,100.0,98.23,100.0,100.0,100.0,99.56,Green
B4111,98.97,94.79,100.0,100.0,100.0,98.39,Green
B4112,97.78,100.0,100.0,100.0,100.0,99.33,Green
B4113,100.0,99.82,100.0,100.0,100.0,99.96,Green
B4114,98.69,100.0,100.0,100.0,100.0,99.61,Green
B4115,100.0,99.65,100.0,100.0,100.0,99.91,Green
B4116,99.43,100.0,100.0,100.0,100.0,99.83,Green
B4117,97.09,100.0,100.0,100.0,100.0,99.13,Green
B4118,96.25,99.16,100.0,100.0,100.0,98.66,Green
B4119,100.0,96.34,100.0,100.0,100.0,99.08,Green
B4120,98.57,97.85,100.0,100.0,100.0,99.03,Green
B4121,99.76,99.86,100.0,100.0,100.0,99.89,Green
B4122,97.22,98.98,100.0,100.0,100.0,98.91,Green
B4123,98.68,95.88,100.0,100.0,100.0,98.57,Green
B4124,100.0,97.03,100.0,100.0,100.0,99.26,Green
B4125,96.38,100.0,100.0,100.0,100.0,98.91,Green
B4126,99.61,98.9,100.0,100.0,100.0,99.61,Green
B4127,96.26,100.0,100.0,100.0,100.0,98.88,Green
B4128,99.99,97.01,100.0,100.0,100.0,99.25,Green
B4129,98.23,100.0,100.0,100.0,100.0,99.47,Green
B4130,99.82,95.63,100.0,100.0,100.0,98.85,Green
B4131,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4132,100.0,99.08,100.0,100.0,100.0,99.77,Green
B4133,100.0,99.31,100.0,100.0,100.0,99.83,Green
B4134,99.47,96.6,100.0,100.0,100.0,98.99,Green
B4135,99.96,100.0,100.0,100.0,100.0,99.99,Green
B4136,100.0,98.92,100.0,100.0,100.0,99.73,Green
B4137,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4138,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4139,97.91,100.0,100.0,100.0,100.0,99.37,Green
B4140,100.0,99.58,100.0,100.0,100.0,99.9,Green
B4141,99.91,97.2,100.0,100.0,100.0,99.27,Green
B4142,97.08,100.0,100.0,100.0,100.0,99.12,Green
B4143,99.96,100.0,100.0,100.0,100.0,99.99,Green
B4144,98.85,99.71,100.0,100.0,100.0,99.58,Green
B4145,100.0,98.65,100.0,100.0,100.0,99.66,Green
B4146,100.0,98.65,100.0,100.0,100.0,99.66,Green
B4147,98.73,100.0,100.0,100.0,100.0,99.62,Green
B4148,100.0,96.67,100.0,100.0,100.0,99.17,Green
B4149,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4150,99.47,100.0,100.0,100.0,100.0,99.84,Green
B4151,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4152,99.96,100.0,100.0,100.0,100.0,99.99,Green
B4153,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4154,98.96,100.0,100.0,100.0,100.0,99.69,Green
B4155,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4156,96.75,96.91,100.0,100.0,100.0,98.25,Green
B4157,100.0,99.87,100.0,100.0,100.0,99.97,Green
B4158,96.76,100.0,100.0,100.0,100.0,99.03,Green
B4159,100.0,98.29,100.0,100.0,100.0,99.57,Green
B4160,98.56,100.0,100.0,100.0,100.0,99.57,Green
B4161,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4162,100.0,97.31,100.0,100.0,100.0,99.33,Green
B4163,100.0,99.97,100.0,100.0,100.0,99.99,Green
B4164,99.9,100.0,100.0,100.0,100.0,99.97,Green
B4165,100.0,99.53,100.0,100.0,100.0,99.88,Green
B4166,100.0,99.96,100.0,100.0,100.0,99.99,Green
B4167,98.6,99.3,100.0,100.0,100.0,99.4,Green
B4168,99.1,100.0,100.0,100.0,100.0,99.73,Green
B4169,98.57,100.0,100.0,100.0,100.0,99.57,Green
B4170,99.5,96.53,100.0,100.0,100.0,98.98,Green
B4171,97.35,99.9,100.0,100.0,100.0,99.18,Green
B4172,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4173,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4174,98.45,99.27,100.0,100.0,100.0,99.35,Green
B4175,99.64,97.57,100.0,100.0,100.0,99.28,Green
B4176,97.87,99.98,100.0,100.0,100.0,99.36,Green
B4177,100.0,99.63,100.0,100.0,100.0,99.91,Green
B4178,100.0,99.47,100.0,100.0,100.0,99.87,Green
B4179,99.73,96.93,100.0,100.0,100.0,99.15,Green
B4180,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4181,98.12,100.0,100.0,100.0,100.0,99.44,Green
B4182,100.0,95.74,100.0,100.0,100.0,98.94,Green
B4183,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4184,99.74,100.0,100.0,100.0,100.0,99.92,Green
B4185,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4186,99.63,100.0,100.0,100.0,100.0,99.89,Green
B4187,99.46,99.96,100.0,100.0,100.0,99.83,Green
B4188,99.44,100.0,100.0,100.0,100.0,99.83,Green
B4189,99.28,100.0,100.0,100.0,100.0,99.78,Green
B4190,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4191,98.49,100.0,100.0,100.0,100.0,99.55,Green
B4192,99.67,100.0,100.0,100.0,100.0,99.9,Green
B4193,99.04,100.0,100.0,100.0,100.0,99.71,Green
B4194,98.31,99.79,100.0,100.0,100.0,99.44,Green
B4195,98.84,100.0,100.0,100.0,100.0,99.65,Green
B4196,98.28,96.84,100.0,100.0,100.0,98.69,Green
B4197,100.0,99.61,100.0,100.0,100.0,99.9,Green
B4198,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4199,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4200,98.52,100.0,100.0,100.0,100.0,99.56,Green
B4201,99.55,100.0,100.0,100.0,100.0,99.86,Green
B4202,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4203,100.0,98.26,100.0,100.0,100.0,99.56,Green
B4204,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4205,99.1,98.81,100.0,100.0,100.0,99.43,Green
B4206,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4207,100.0,99.63,100.0,100.0,100.0,99.91,Green
B4208,98.8,100.0,100.0,100.0,100.0,99.64,Green
B4209,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4210,99.9,99.75,100.0,100.0,100.0,99.91,Green
B4211,100.0,99.68,100.0,100.0,100.0,99.92,Green
B4212,100.0,97.93,100.0,100.0,100.0,99.48,Green
B4213,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4214,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4215,99.89,100.0,100.0,100.0,100.0,99.97,Green
B4216,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4217,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4218,99.74,99.29,100.0,100.0,100.0,99.74,Green
B4219,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4220,97.8,96.48,100.0,100.0,100.0,98.46,Green
B4221,100.0,99.23,100.0,100.0,100.0,99.81,Green
B4222,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4223,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4224,98.94,99.83,100.0,100.0,100.0,99.64,Green
B4225,98.63,96.64,100.0,100.0,100.0,98.75,Green
B4226,100.0,97.56,100.0,100.0,100.0,99.39,Green
B4227,100.0,96.58,100.0,100.0,100.0,99.14,Green
B4228,100.0,99.15,100.0,100.0,100.0,99.79,Green
B4229,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4230,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4231,98.37,100.0,100.0,100.0,100.0,99.51,Green
B4232,100.0,99.43,100.0,100.0,100.0,99.86,Green
B4233,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4234,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4235,100.0,98.52,100.0,100.0,100.0,99.63,Green
B4236,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4237,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4238,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4239,99.78,99.33,100.0,100.0,100.0,99.77,Green
B4240,98.03,100.0,100.0,100.0,100.0,99.41,Green
B4241,99.96,99.85,100.0,100.0,100.0,99.95,Green
B4242,99.82,100.0,100.0,100.0,100.0,99.95,Green
B4243,99.84,100.0,100.0,100.0,100.0,99.95,Green
B4244,98.87,95.67,100.0,100.0,100.0,98.58,Green
B4245,100.0,98.5,100.0,100.0,100.0,99.62,Green
B4246,98.07,100.0,100.0,100.0,100.0,99.42,Green
B4247,100.0,98.09,100.0,100.0,100.0,99.52,Green
B4248,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4249,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4250,97.55,100.0,100.0,100.0,100.0,99.26,Green
B4251,99.48,100.0,100.0,100.0,100.0,99.84,Green
B4252,98.3,97.68,100.0,100.0,100.0,98.91,Green
B4253,99.26,100.0,100.0,100.0,100.0,99.78,Green
B4254,98.77,99.99,100.0,100.0,100.0,99.63,Green
B4255,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4256,100.0,99.9,100.0,100.0,100.0,99.98,Green
B4257,99.08,100.0,100.0,100.0,100.0,99.72,Green
B4258,100.0,99.44,100.0,100.0,100.0,99.86,Green
B4259,98.67,96.75,100.0,100.0,100.0,98.79,Green
B4260,98.43,100.0,100.0,100.0,100.0,99.53,Green
B4261,97.36,99.65,100.0,100.0,100.0,99.12,Green
B4262,99.55,100.0,100.0,100.0,100.0,99.86,Green
B4263,98.27,100.0,100.0,100.0,100.0,99.48,Green
B4264,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4265,100.0,98.84,100.0,100.0,100.0,99.71,Green
B4266,100.0,99.19,100.0,100.0,100.0,99.8,Green
B4267,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4268,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4269,100.0,99.55,100.0,100.0,100.0,99.89,Green
B4270,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4271,100.0,99.18,100.0,100.0,100.0,99.8,Green
B4272,97.85,100.0,100.0,100.0,100.0,99.35,Green
B4273,99.24,100.0,100.0,100.0,100.0,99.77,Green
B4274,97.35,96.64,100.0,100.0,100.0,98.36,Green
B4275,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4276,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4277,100.0,99.61,100.0,100.0,100.0,99.9,Green
B4278,97.91,96.22,100.0,100.0,100.0,98.43,Green
B4279,98.37,100.0,100.0,100.0,100.0,99.51,Green
B4280,100.0,97.67,100.0,100.0,100.0,99.42,Green
B4281,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4282,99.75,97.05,100.0,100.0,100.0,99.19,Green
B4283,100.0,99.28,100.0,100.0,100.0,99.82,Green
B4284,99.2,100.0,100.0,100.0,100.0,99.76,Green
B4285,100.0,97.92,100.0,100.0,100.0,99.48,Green
B4286,100.0,99.75,100.0,100.0,100.0,99.94,Green
B4287,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4288,98.02,100.0,100.0,100.0,100.0,99.41,Green
B4289,97.24,95.68,100.0,100.0,100.0,98.09,Green
B4290,100.0,99.55,100.0,100.0,100.0,99.89,Green
B4291,100.0,98.63,100.0,100.0,100.0,99.66,Green
B4292,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4293,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4294,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4295,100.0,95.88,100.0,100.0,100.0,98.97,Green
B4296,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4297,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4298,99.96,97.88,100.0,100.0,100.0,99.46,Green
B4299,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4300,99.31,99.85,100.0,100.0,100.0,99.76,Green
B4301,96.89,97.59,100.0,100.0,100.0,98.46,Green
B4302,98.24,100.0,100.0,100.0,100.0,99.47,Green
B4303,98.93,98.99,100.0,100.0,100.0,99.43,Green
B4304,100.0,97.54,100.0,100.0,100.0,99.38,Green
B4305,98.72,98.96,100.0,100.0,100.0,99.36,Green
B4306,100.0,97.4,100.0,100.0,100.0,99.35,Green
B4307,99.28,99.14,100.0,100.0,100.0,99.57,Green
B4308,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4309,97.65,100.0,100.0,100.0,100.0,99.3,Green
B4310,100.0,97.86,100.0,100.0,100.0,99.46,Green
B4311,98.89,100.0,100.0,100.0,100.0,99.67,Green
B4312,98.76,100.0,100.0,100.0,100.0,99.63,Green
B4313,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4314,100.0,99.96,100.0,100.0,100.0,99.99,Green
B4315,96.24,99.63,100.0,100.0,100.0,98.78,Green
B4316,100.0,98.05,100.0,100.0,100.0,99.51,Green
B4317,96.46,99.8,100.0,100.0,100.0,98.89,Green
B4318,97.09,100.0,100.0,100.0,100.0,99.13,Green
B4319,100.0,97.57,100.0,100.0,100.0,99.39,Green
B4320,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4321,97.8,100.0,100.0,100.0,100.0,99.34,Green
B4322,98.81,100.0,100.0,100.0,100.0,99.64,Green
B4323,99.79,100.0,100.0,100.0,100.0,99.94,Green
B4324,100.0,97.73,100.0,100.0,100.0,99.43,Green
B4325,98.53,100.0,100.0,100.0,100.0,99.56,Green
B4326,98.03,99.79,100.0,100.0,100.0,99.36,Green
B4327,100.0,99.01,100.0,100.0,100.0,99.75,Green
B4328,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4329,97.86,100.0,100.0,100.0,100.0,99.36,Green
B4330,97.56,100.0,100.0,100.0,100.0,99.27,Green
B4331,99.73,100.0,100.0,100.0,100.0,99.92,Green
B4332,99.56,98.83,100.0,100.0,100.0,99.58,Green
B4333,96.9,95.29,100.0,100.0,100.0,97.89,Green
B4334,100.0,99.32,100.0,100.0,100.0,99.83,Green
B4335,99.47,99.42,100.0,100.0,100.0,99.7,Green
B4336,97.72,99.18,100.0,100.0,100.0,99.11,Green
B4337,98.46,100.0,100.0,100.0,100.0,99.54,Green
B4338,99.88,99.12,100.0,100.0,100.0,99.74,Green
B4339,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4340,100.0,99.04,100.0,100.0,100.0,99.76,Green
B4341,97.67,95.32,100.0,100.0,100.0,98.13,Green
B4342,98.14,100.0,100.0,100.0,100.0,99.44,Green
B4343,97.81,100.0,100.0,100.0,100.0,99.34,Green
B4344,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4345,99.68,98.6,100.0,100.0,100.0,99.55,Green
B4346,99.78,96.59,100.0,100.0,100.0,99.08,Green
B4347,98.78,100.0,100.0,100.0,100.0,99.63,Green
B4348,99.95,99.3,100.0,100.0,100.0,99.81,Green
B4349,100.0,96.83,100.0,100.0,100.0,99.21,Green
B4350,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4351,100.0,98.38,100.0,100.0,100.0,99.6,Green
B4352,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4353,99.45,100.0,100.0,100.0,100.0,99.84,Green
B4354,100.0,93.89,100.0,100.0,100.0,98.47,Green
B4355,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4356,100.0,98.43,100.0,100.0,100.0,99.61,Green
B4357,98.71,97.94,100.0,100.0,100.0,99.1,Green
B4358,97.79,96.57,100.0,100.0,100.0,98.48,Green
B4359,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4360,97.78,100.0,100.0,100.0,100.0,99.33,Green
B4361,98.98,98.57,100.0,100.0,100.0,99.34,Green
B4362,99.71,98.09,100.0,100.0,100.0,99.44,Green
B4363,98.18,99.73,100.0,100.0,100.0,99.39,Green
B4364,99.42,98.81,100.0,100.0,100.0,99.53,Green
B4365,97.84,99.75,100.0,100.0,100.0,99.29,Green
B4366,99.5,100.0,100.0,100.0,100.0,99.85,Green
B4367,96.74,99.77,100.0,100.0,100.0,98.96,Green
B4368,99.77,100.0,100.0,100.0,100.0,99.93,Green
B4369,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4370,100.0,99.04,100.0,100.0,100.0,99.76,Green
B4371,97.77,100.0,100.0,100.0,100.0,99.33,Green
B4372,97.02,98.17,100.0,100.0,100.0,98.65,Green
B4373,97.23,97.99,100.0,100.0,100.0,98.67,Green
B4374,99.74,97.66,100.0,100.0,100.0,99.34,Green
B4375,97.42,97.34,100.0,100.0,100.0,98.56,Green
B4376,99.84,96.01,100.0,100.0,100.0,98.95,Green
B4377,99.54,96.93,100.0,100.0,100.0,99.09,Green
B4378,97.64,100.0,100.0,100.0,100.0,99.29,Green
B4379,99.68,98.48,100.0,100.0,100.0,99.52,Green
B4380,100.0,99.34,100.0,100.0,100.0,99.84,Green
B4381,96.37,99.14,100.0,100.0,100.0,98.7,Green
B4382,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4383,100.0,97.79,100.0,100.0,100.0,99.45,Green
B4384,100.0,96.94,100.0,100.0,100.0,99.24,Green
B4385,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4386,100.0,97.33,100.0,100.0,100.0,99.33,Green
B4387,99.59,100.0,100.0,100.0,100.0,99.88,Green
B4388,99.38,100.0,100.0,100.0,100.0,99.81,Green
B4389,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4390,100.0,93.77,100.0,100.0,100.0,98.44,Green
B4391,100.0,99.08,100.0,100.0,100.0,99.77,Green
B4392,100.0,97.29,100.0,100.0,100.0,99.32,Green
B4393,97.13,97.8,100.0,100.0,100.0,98.59,Green
B4394,100.0,99.66,100.0,100.0,100.0,99.92,Green
B4395,97.93,99.91,100.0,100.0,100.0,99.36,Green
B4396,98.6,100.0,100.0,100.0,100.0,99.58,Green
B4397,97.33,100.0,100.0,100.0,100.0,99.2,Green
B4398,99.19,99.47,100.0,100.0,100.0,99.62,Green
B4399,97.44,100.0,100.0,100.0,100.0,99.23,Green
B4400,99.45,100.0,100.0,100.0,100.0,99.84,Green
B4401,99.05,100.0,100.0,100.0,100.0,99.72,Green
B4402,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4403,100.0,95.71,100.0,100.0,100.0,98.93,Green
B4404,100.0,99.44,100.0,100.0,100.0,99.86,Green
B4405,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4406,100.0,93.73,100.0,100.0,100.0,98.43,Green
B4407,99.41,100.0,100.0,100.0,100.0,99.82,Green
B4408,97.41,98.38,100.0,100.0,100.0,98.82,Green
B4409,97.11,100.0,100.0,100.0,100.0,99.13,Green
B4410,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4411,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4412,97.89,100.0,100.0,100.0,100.0,99.37,Green
B4413,100.0,98.21,100.0,100.0,100.0,99.55,Green
B4414,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4415,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4416,95.62,100.0,100.0,100.0,100.0,98.69,Green
B4417,99.03,94.82,100.0,100.0,100.0,98.41,Green
B4418,99.44,96.57,100.0,100.0,100.0,98.97,Green
B4419,99.07,94.08,100.0,100.0,100.0,98.24,Green
B4420,100.0,96.23,100.0,100.0,100.0,99.06,Green
B4421,99.35,95.04,100.0,100.0,100.0,98.56,Green
B4422,95.49,100.0,100.0,100.0,100.0,98.65,Green
B4423,98.93,100.0,100.0,100.0,100.0,99.68,Green
B4424,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4425,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4426,100.0,99.07,100.0,100.0,100.0,99.77,Green
B4427,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4428,99.52,96.97,100.0,100.0,100.0,99.1,Green
B4429,97.58,100.0,100.0,100.0,100.0,99.27,Green
B4430,100.0,99.67,100.0,100.0,100.0,99.92,Green
B4431,99.25,98.05,100.0,100.0,100.0,99.29,Green
B4432,97.52,98.86,100.0,100.0,100.0,98.97,Green
B4433,96.04,100.0,100.0,100.0,100.0,98.81,Green
B4434,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4435,96.14,99.93,100.0,100.0,100.0,98.82,Green
B4436,99.5,98.92,100.0,100.0,100.0,99.58,Green
B4437,98.14,100.0,100.0,100.0,100.0,99.44,Green
B4438,100.0,97.28,100.0,100.0,100.0,99.32,Green
B4439,99.82,100.0,100.0,100.0,100.0,99.95,Green
B4440,98.83,97.75,100.0,100.0,100.0,99.09,Green
B4441,99.39,100.0,100.0,100.0,100.0,99.82,Green
B4442,99.6,100.0,100.0,100.0,100.0,99.88,Green
B4443,95.72,99.22,100.0,100.0,100.0,98.52,Green
B4444,99.72,98.83,100.0,100.0,100.0,99.62,Green
B4445,98.51,100.0,100.0,100.0,100.0,99.55,Green
B4446,95.9,100.0,100.0,100.0,100.0,98.77,Green
B4447,100.0,95.99,100.0,100.0,100.0,99.0,Green
B4448,98.41,100.0,100.0,100.0,100.0,99.52,Green
B4449,98.53,100.0,100.0,100.0,100.0,99.56,Green
B4450,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4451,99.8,100.0,100.0,100.0,100.0,99.94,Green
B4452,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4453,96.28,99.32,100.0,100.0,100.0,98.71,Green
B4454,97.13,100.0,100.0,100.0,100.0,99.14,Green
B4455,97.51,97.51,100.0,100.0,100.0,98.63,Green
B4456,98.3,98.47,100.0,100.0,100.0,99.11,Green
B4457,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4458,96.02,100.0,100.0,100.0,100.0,98.81,Green
B4459,97.04,99.98,100.0,100.0,100.0,99.11,Green
B4460,96.08,100.0,100.0,100.0,100.0,98.82,Green
B4461,97.88,99.09,100.0,100.0,100.0,99.14,Green
B4462,96.88,98.52,100.0,100.0,100.0,98.69,Green
B4463,100.0,94.58,100.0,100.0,100.0,98.64,Green
B4464,98.12,99.94,100.0,100.0,100.0,99.42,Green
B4465,95.32,98.91,100.0,100.0,100.0,98.32,Green
B4466,98.02,97.15,100.0,100.0,100.0,98.69,Green
B4467,99.68,97.94,100.0,100.0,100.0,99.39,Green
B4468,96.18,97.35,100.0,100.0,100.0,98.19,Green
B4469,98.29,100.0,100.0,100.0,100.0,99.49,Green
B4470,99.36,97.65,100.0,100.0,100.0,99.22,Green
B4471,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4472,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4473,98.91,99.67,100.0,100.0,100.0,99.59,Green
B4474,97.89,98.89,100.0,100.0,100.0,99.09,Green
B4475,97.9,93.53,100.0,100.0,100.0,97.75,Green
B4476,98.31,100.0,100.0,100.0,100.0,99.49,Green
B4477,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4478,100.0,99.88,100.0,100.0,100.0,99.97,Green
B4479,95.14,100.0,100.0,100.0,100.0,98.54,Green
B4480,98.62,95.59,100.0,100.0,100.0,98.48,Green
B4481,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4482,98.88,100.0,100.0,100.0,100.0,99.66,Green
B4483,98.15,100.0,100.0,100.0,100.0,99.44,Green
B4484,96.4,99.92,100.0,100.0,100.0,98.9,Green
B4485,99.12,100.0,100.0,100.0,100.0,99.74,Green
B4486,98.91,99.14,100.0,100.0,100.0,99.46,Green
B4487,98.9,98.77,100.0,100.0,100.0,99.36,Green
B4488,95.1,99.84,100.0,100.0,100.0,98.49,Green
B4489,98.17,100.0,100.0,100.0,100.0,99.45,Green
B4490,100.0,93.88,100.0,100.0,100.0,98.47,Green
B4491,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4492,98.63,100.0,100.0,100.0,100.0,99.59,Green
B4493,95.78,98.92,100.0,100.0,100.0,98.46,Green
B4494,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4495,95.86,100.0,100.0,100.0,100.0,98.76,Green
B4496,99.38,97.93,100.0,100.0,100.0,99.3,Green
B4497,95.1,98.25,100.0,100.0,100.0,98.09,Green
B4498,97.25,99.62,100.0,100.0,100.0,99.08,Green
B4499,95.33,100.0,100.0,100.0,100.0,98.6,Green
B4500,99.65,100.0,100.0,100.0,100.0,99.9,Green
B4501,99.55,98.68,100.0,100.0,100.0,99.54,Green
B4502,100.0,97.73,100.0,100.0,100.0,99.43,Green
B4503,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4504,98.68,99.25,100.0,100.0,100.0,99.42,Green
B4505,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4506,99.25,100.0,100.0,100.0,100.0,99.78,Green
B4507,100.0,100.0,100.0,100.0,100.0,100.0,Green
B4508,97.85,98.4,100.0,100.0,100.0,98.96,Green
B4509,97.91,97.2,100.0,100.0,100.0,98.67,Green
B4510,98.52,100.0,100.0,100.0,100.0,99.56,Green
B4511,99.93,96.18,100.0,100.0,100.0,99.02,Green
