borrower_id,borrower_type,loan_amount,emi_amount,avg_monthly_income,month1_balance,month1_income,month1_paid,month2_balance,month2_income,month2_paid,month3_balance,month3_income,month3_paid,month4_balance,month4_income,month4_paid,month5_balance,month5_income,month5_paid,month6_balance,month6_income,month6_paid,defaulted,actual_default_late_period,predicted_default,default_probability,pilot_health_score,pilot_risk_bucket,prediction_result
B4814,farmer,165528,7588.03,12794,10790.8,13132.15,True,10867.99,13050.42,True,10777.0,13243.51,True,11004.9,13277.79,True,11571.13,13207.0,True,11090.72,13146.34,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4815,salaried,84215,3500.46,41786,31478.65,39877.9,True,31960.44,40605.29,True,33043.13,42560.03,True,31937.1,44275.3,True,33451.35,45489.16,True,33899.68,47229.32,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4816,gig_worker,85370,3554.83,46726,38484.16,47403.32,True,36348.69,48072.65,True,36718.25,47887.72,True,33886.49,49007.05,True,33281.9,47712.42,True,30927.4,49049.99,True,False,False,False,0.0009,99.91,Green,Correctly Cleared
B4817,small_trader,70741,2364.75,77017,49473.51,73821.3,True,50948.79,75995.37,True,51293.04,76675.19,True,55030.58,77437.89,True,52074.47,79694.55,True,55689.78,81423.72,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4818,small_trader,148177,6379.01,78400,61468.57,77117.86,True,62471.09,76019.81,True,61343.51,74123.67,True,59166.12,70753.4,True,58988.32,71840.66,True,59209.5,69434.34,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B4819,salaried,41800,1335.35,47317,22547.79,48359.39,True,22560.84,47792.27,True,21886.57,46798.37,True,19258.33,47198.93,True,19641.7,45430.07,True,19665.91,45262.76,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B4820,farmer,94630,4163.87,60621,48522.81,60691.61,True,47471.41,62539.92,True,46615.04,62352.96,True,47047.58,66549.84,True,45595.58,67384.35,True,45549.16,70121.42,True,False,False,False,0.0003,99.97,Green,Correctly Cleared
B4821,farmer,188417,8037.04,79829,73120.27,83304.44,True,73508.47,83153.4,True,77180.83,85832.73,True,79781.04,83019.07,True,81903.78,84742.56,True,79809.31,83361.43,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4822,salaried,170288,6474.59,34028,21883.38,34072.02,True,18111.42,38151.86,True,11405.21,24718.36,True,9735.4,16545.2,False,1317.22,24502.5,False,2682.46,19253.94,True,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4823,salaried,39183,1768.98,74229,62068.16,73442.0,True,63070.08,71484.56,True,65133.46,71268.49,True,67784.06,69613.61,True,67435.61,68922.36,True,69798.02,68232.44,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4824,salaried,32670,1119.81,15061,10614.35,15450.9,True,10322.93,15769.75,True,9300.74,16017.83,True,9762.58,15970.54,True,8943.34,15620.99,True,8773.51,15776.24,True,False,False,False,0.0064,99.36,Green,Correctly Cleared
B4825,salaried,40968,1457.94,36914,31210.85,37739.23,True,31553.52,37658.75,True,33238.31,39437.44,True,33969.5,39882.81,True,32927.75,40969.4,True,34383.71,41195.73,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4826,small_trader,147370,4844.76,40551,36312.23,41390.26,True,37355.84,40805.45,True,39282.2,41296.28,True,38611.0,40543.87,True,40782.2,39388.39,True,40502.78,38970.47,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4827,farmer,175254,8617.41,72392,49158.56,70965.67,True,51427.63,71255.21,True,50188.47,72482.7,True,53042.87,73232.63,True,51083.91,73729.35,True,51801.3,74654.55,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4828,salaried,63733,2601.82,40994,19903.6,41351.24,True,20534.0,42781.79,True,20150.0,43800.7,True,20032.25,44447.67,True,21461.86,45966.16,True,20992.06,46081.5,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4829,farmer,164452,6618.71,78545,54555.84,75524.18,True,53550.78,77060.42,True,52571.92,80008.1,True,53187.42,83309.38,True,54214.67,85024.79,True,51968.63,87212.72,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B4830,small_trader,146072,5406.4,57863,39588.28,55623.26,True,36532.4,40293.67,True,25690.2,55929.38,True,9310.72,41058.82,False,2237.27,20213.53,False,4920.97,28826.2,True,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4831,farmer,53203,2548.66,12642,6014.05,12372.23,True,5723.18,12656.04,True,5511.01,12648.56,True,5395.26,12882.93,True,5301.38,13174.91,True,5054.65,13201.8,True,False,False,False,0.001,99.9,Green,Correctly Cleared
B4832,farmer,190143,6306.14,43090,29007.66,41577.22,True,28762.97,41714.56,True,29946.3,41794.72,True,32362.01,42587.2,True,30832.98,43282.82,True,32450.45,42855.91,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4833,gig_worker,74703,3379.48,60002,39224.23,59584.12,True,39013.24,59144.63,True,38031.78,58211.52,True,38047.48,55901.11,True,37923.65,53117.64,True,37839.33,54886.26,True,False,False,False,0.0005,99.95,Green,Correctly Cleared
B4834,salaried,106274,3202.23,33156,14411.75,31764.63,True,15256.02,31803.51,True,15274.75,32339.36,True,16075.14,32561.78,True,17213.15,32513.15,True,16854.64,32592.88,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4835,gig_worker,20337,955.59,77109,58691.93,74543.49,True,57630.9,78854.44,True,60421.85,81171.59,True,62717.87,81168.46,True,66411.34,82049.89,True,67021.27,85628.89,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4836,gig_worker,24851,996.38,11635,7071.07,11370.27,True,7057.87,11631.74,True,7620.16,11167.2,True,7768.74,10862.23,True,7969.51,10988.23,True,8334.22,10941.96,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4837,farmer,123813,4015.81,33315,19517.59,33957.65,True,18370.84,35426.88,True,18599.45,36457.36,True,19243.49,37963.64,True,18324.53,39175.73,True,18984.7,40318.41,True,False,False,False,0.0003,99.97,Green,Correctly Cleared
B4838,salaried,71084,2800.65,74357,42129.08,71228.46,True,41715.5,70937.33,True,37126.12,71833.09,True,39252.03,73794.64,True,37639.87,74297.31,True,35088.15,73619.42,True,False,False,False,0.0046,99.54,Green,Correctly Cleared
B4839,small_trader,153343,6548.35,74454,57042.72,75281.63,True,57041.76,78573.08,True,50835.52,80345.59,True,50466.05,84038.73,True,50772.83,87521.23,True,48650.56,89080.19,True,False,False,False,0.0048,99.52,Green,Correctly Cleared
B4840,small_trader,13589,638.06,29103,15127.39,29889.99,True,10329.56,25234.29,True,9239.54,16510.9,True,6193.33,24491.33,True,887.21,23235.78,False,3163.98,17156.32,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4841,gig_worker,113866,5549.49,45134,33684.24,43146.33,True,33285.75,44355.41,True,31171.21,45924.15,True,29408.95,47073.91,True,30480.69,48745.81,True,27990.94,50348.14,True,False,False,False,0.0036,99.64,Green,Correctly Cleared
B4842,farmer,161822,5337.14,62850,45318.92,65356.12,True,44825.3,65783.86,True,45657.07,67484.5,True,44321.38,67585.0,True,44862.43,69487.35,True,45369.11,70568.06,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4843,small_trader,194463,8192.87,42191,22177.9,43901.14,True,22722.2,44165.27,True,22525.87,42975.95,True,23194.23,45537.92,True,21673.68,44583.16,True,23611.19,43802.8,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4844,farmer,44183,2034.09,14539,10704.06,14920.78,True,10479.79,14754.76,True,10429.75,15505.03,True,10350.64,15436.74,True,10966.95,15704.84,True,10554.07,15835.51,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4845,farmer,165033,7225.51,78326,43715.25,75151.21,True,44675.91,73792.82,True,47076.04,73892.84,True,48773.18,73318.06,True,48449.78,73833.19,True,50019.56,72655.49,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4846,small_trader,18075,630.09,76114,50719.0,75760.35,True,40977.44,62313.4,True,29756.17,60993.25,True,23978.09,59406.84,False,1848.83,38873.91,True,13927.05,27442.18,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4847,small_trader,86937,3747.67,38093,22296.38,41638.66,True,17566.28,37991.0,True,14817.3,37361.89,True,5890.89,33945.01,False,1005.56,22766.71,True,5650.22,14294.71,False,True,True,True,0.9999,0.01,Red,Correctly Predicted Default
B4848,farmer,117582,5217.71,37640,20017.47,38655.03,True,20674.64,38019.4,True,19827.24,37549.58,True,21083.74,37477.48,True,20456.21,36531.42,True,20867.07,36888.96,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4849,small_trader,82816,3392.77,25179,13738.75,25991.83,True,13278.85,25678.98,True,13085.49,26080.85,True,13077.21,26823.24,True,12137.42,27371.58,True,11455.32,27178.57,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4850,gig_worker,112208,5515.97,14067,9237.06,13708.36,True,8855.46,13351.18,True,9158.62,13513.39,True,8691.92,13221.0,True,8939.35,12976.47,True,8458.69,13042.3,True,False,False,False,0.0003,99.97,Green,Correctly Cleared
B4851,gig_worker,76455,3540.0,24934,11786.49,25954.54,True,11676.6,26840.24,True,11867.79,26899.07,True,11951.4,27615.4,True,12914.57,27899.65,True,12696.4,28179.03,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4852,salaried,185549,6693.33,67580,40432.47,68598.21,True,40720.06,68713.35,True,38979.12,69719.99,True,38367.63,69664.51,True,38421.11,70240.61,True,38060.39,70615.53,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4853,small_trader,190635,9498.37,41259,35907.26,42857.37,True,36280.94,43634.79,True,39013.1,44745.03,True,38756.5,43583.72,True,39103.76,44863.11,True,41510.28,44095.75,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4854,farmer,87887,2659.11,20860,13482.81,21544.01,True,13600.67,21673.43,True,12523.34,21901.84,True,12263.19,21037.24,True,12068.34,21955.37,True,11601.22,22226.27,True,False,False,False,0.0007,99.93,Green,Correctly Cleared
B4855,small_trader,18476,813.23,64720,49126.97,65284.44,True,50640.3,66737.68,True,52823.51,65626.49,True,53245.06,66884.33,True,54578.19,66510.08,True,56729.54,67331.19,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4856,small_trader,18704,878.53,53690,49176.45,56121.01,True,46460.57,55131.39,True,46881.42,55901.06,True,45710.81,52424.01,True,42234.76,54199.48,True,41315.59,52956.29,True,False,False,False,0.0007,99.93,Green,Correctly Cleared
B4857,gig_worker,176914,8014.0,8548,5162.56,8509.07,True,4013.03,8171.35,True,3156.62,7048.09,True,1512.63,6943.44,False,235.59,2798.55,False,1342.35,2683.64,True,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4858,farmer,19015,883.83,66866,54711.72,65596.15,True,56471.99,66971.75,True,56291.64,67238.75,True,56597.0,67662.4,True,58245.4,68982.15,True,58931.68,68709.92,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4859,salaried,172836,6707.98,56896,33068.38,55400.4,True,32164.86,54670.78,True,31336.86,53267.37,True,31045.79,52871.21,True,28500.41,51946.36,True,28719.77,51257.18,True,False,False,False,0.0014,99.86,Green,Correctly Cleared
B4860,farmer,154958,5558.25,62250,45016.48,59167.17,True,46809.69,61501.4,True,47690.3,60235.64,True,49099.87,62601.69,True,51267.52,61534.37,True,53075.37,62992.3,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4861,gig_worker,88233,3273.41,44612,27916.78,45703.03,True,28408.11,47004.99,True,27972.66,45698.01,True,27576.27,47746.59,True,30088.65,46750.46,True,29881.38,47503.7,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4862,farmer,154258,5708.94,28040,19457.98,27599.1,True,19491.97,27001.96,True,19334.27,27581.76,True,20770.47,27434.28,True,20456.98,27409.21,True,20611.0,27417.36,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4863,salaried,151167,5645.93,20237,13755.69,19555.55,True,14436.85,19244.61,True,13969.2,19421.82,True,13527.21,19845.77,True,14667.84,19289.58,True,14387.15,19131.62,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4864,salaried,56625,2586.9,62238,51168.42,64347.67,True,51190.63,62671.22,True,54235.82,63626.23,True,53012.98,64818.27,True,55962.46,63482.74,True,54356.69,64359.41,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4865,farmer,81172,3904.59,51174,25093.71,55002.57,True,19661.19,52993.46,True,14953.73,28620.91,True,4212.95,47385.2,False,972.28,21814.93,False,3453.18,16678.71,True,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4866,salaried,13898,559.62,22425,11205.83,23361.14,True,9127.85,23520.69,True,7019.43,16036.88,True,5090.04,13851.4,False,538.48,11465.78,False,3144.75,8745.1,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4867,farmer,138246,6267.59,59439,53008.71,60010.42,True,54411.09,62547.92,True,58198.55,65049.74,True,59497.52,64881.07,True,59121.27,67444.0,True,62184.28,69209.89,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4868,small_trader,134242,5359.29,32505,26104.27,33326.5,True,25290.51,34050.63,True,26353.32,34192.83,True,24618.57,35879.94,True,25717.73,36990.28,True,23974.67,37637.35,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4869,farmer,135532,6219.12,54832,42847.36,52738.06,True,41006.71,54130.65,True,43129.04,56603.75,True,41273.13,57643.93,True,39448.13,58277.69,True,38523.46,60681.24,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4870,farmer,148445,7276.2,42010,31588.05,44574.06,True,27808.05,44817.01,True,16625.73,22444.1,True,9987.84,18568.53,False,1970.95,17601.37,False,7513.04,21945.61,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4871,gig_worker,33963,1128.79,56277,50121.25,57626.58,True,48998.99,60288.25,True,49475.02,59012.7,True,48255.51,63014.3,True,45314.23,63036.93,True,43756.29,65037.33,True,False,False,False,0.0005,99.95,Green,Correctly Cleared
B4872,salaried,53245,2618.2,29110,14029.67,29749.21,True,14110.25,29522.26,True,14911.16,30709.83,True,15487.24,31090.87,True,15348.39,31916.55,True,15799.31,32132.03,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4873,farmer,167001,5428.29,45088,24641.51,48478.81,True,19581.33,43298.95,True,12999.03,33525.81,True,5994.95,18906.67,True,1390.58,27196.19,False,3317.88,15301.59,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4874,salaried,59712,2482.47,45167,26779.09,44221.2,True,25930.32,43790.3,True,26327.94,45948.43,True,25809.45,46430.58,True,26924.12,47969.61,True,26058.54,47798.81,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4875,small_trader,86279,3415.49,76650,79069.96,84153.04,True,60775.25,65822.67,True,51114.81,39044.84,True,23045.61,51540.53,False,2649.07,49155.06,False,17344.03,50310.1,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4876,salaried,148505,7039.82,51175,26360.05,52054.44,True,27132.77,51923.63,True,26621.58,53616.19,True,28481.39,51451.47,True,28950.81,50316.38,True,30391.98,49990.14,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4877,gig_worker,186942,6126.95,18250,9864.91,18579.4,True,9652.5,18693.15,True,9307.61,18578.2,True,8986.49,18734.99,True,9256.29,18577.89,True,9007.39,18825.28,True,False,False,False,0.0006,99.94,Green,Correctly Cleared
B4878,small_trader,106660,4842.95,54701,34597.26,56558.92,True,35555.11,57717.21,True,33945.5,58213.98,True,34130.75,58762.15,True,33028.2,60616.63,True,33254.96,60053.33,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4879,small_trader,121824,3786.54,32014,22454.14,32164.76,True,21966.98,30974.74,True,23268.91,31746.93,True,21777.92,30507.17,True,21023.95,30613.76,True,20789.34,29707.38,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4880,farmer,80430,3585.18,25833,18973.81,25750.35,True,19387.61,25818.17,True,19069.66,27927.3,True,21070.29,28940.9,True,20440.55,29943.35,True,20960.59,30783.14,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4881,farmer,178499,5947.2,23057,16584.2,22213.34,True,17467.76,21312.39,True,17579.58,21762.06,True,18100.09,20916.65,True,17839.35,20490.92,True,18775.27,20278.05,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4882,gig_worker,41762,1569.54,77621,61321.03,78585.91,True,64740.33,78197.9,True,63450.27,77487.86,True,63810.11,78865.77,True,68305.95,78411.45,True,69065.05,77961.07,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B4883,small_trader,103341,5124.27,48623,31783.96,49849.48,True,32485.95,49289.86,True,32664.11,47442.57,True,34967.24,46544.8,True,34805.07,45714.02,True,36344.95,45580.73,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4884,small_trader,173757,7176.87,23855,19640.08,22880.09,True,18886.76,21988.06,True,18544.55,21786.35,True,19591.59,21449.55,True,18444.06,22013.65,True,18656.24,21117.96,True,False,False,False,0.0021,99.79,Green,Correctly Cleared
B4885,small_trader,19672,686.64,51455,32937.41,50322.0,True,32418.58,50667.65,True,32140.92,52575.17,True,30106.83,53629.73,True,31972.74,54279.92,True,30645.56,54901.94,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4886,gig_worker,152998,5554.76,27870,20617.46,28736.21,True,20786.16,29371.95,True,21598.89,28933.81,True,19787.47,29129.88,True,21044.44,29557.8,True,21339.92,29652.41,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4887,small_trader,10300,421.01,44301,32764.94,46033.26,True,32834.41,45995.39,True,31065.47,44832.68,True,29135.57,45425.53,True,28774.28,45182.05,True,27858.8,44725.73,True,False,False,False,0.0005,99.95,Green,Correctly Cleared
B4888,small_trader,106056,4629.1,50715,31916.11,51346.01,True,30990.41,50995.1,True,31544.67,50328.2,True,30438.55,49922.16,True,29774.81,47960.46,True,29142.82,47559.51,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4889,gig_worker,87342,4212.88,67221,33551.6,65385.9,True,33724.08,67345.96,True,34639.07,69146.53,True,34195.86,72411.05,True,34662.41,76410.0,True,37296.39,76721.73,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4890,small_trader,53907,2181.26,66440,42693.64,68683.86,True,46449.65,69868.64,True,45572.87,71391.68,True,47026.51,73743.13,True,49732.51,75377.56,True,48838.04,77559.95,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4891,gig_worker,172041,5655.78,58344,48052.7,61651.14,True,42892.31,50010.76,True,28638.08,41733.04,True,16741.44,52761.47,True,2362.28,28155.67,False,9731.03,26963.29,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4892,gig_worker,65059,2787.49,34080,25981.38,32922.5,True,27535.17,33252.26,True,28064.12,34423.5,True,28254.71,33986.0,True,27450.89,35475.98,True,29174.01,36146.92,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4893,gig_worker,166825,7982.79,42281,33008.54,40755.37,True,34368.86,41098.34,True,36210.87,40785.63,True,36144.72,40228.11,True,34380.12,41545.17,True,36727.06,40853.25,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4894,gig_worker,138449,5893.45,79530,52118.01,78871.91,True,52588.89,74840.86,True,51030.7,74949.03,True,46809.23,76160.26,True,42392.55,73706.1,True,44243.23,72419.34,True,False,False,False,0.0012,99.88,Green,Correctly Cleared
B4895,farmer,116621,5367.74,29768,23327.95,30807.71,True,23368.84,29949.25,True,23598.1,30016.23,True,24409.58,30529.37,True,24349.47,29936.6,True,24747.46,29373.66,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4896,farmer,32114,1105.21,42270,27554.46,44014.34,True,26666.1,45095.92,True,25700.38,42547.55,True,26965.59,44025.53,True,26800.96,44188.81,True,25182.87,42901.58,True,False,False,False,0.0019,99.81,Green,Correctly Cleared
B4897,salaried,164491,5978.6,78597,52112.49,80106.4,True,51323.35,83045.89,True,53748.24,85301.45,True,52474.78,87930.88,True,55526.96,92807.36,True,56292.52,94609.71,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4898,small_trader,63367,2514.01,56628,41280.57,59263.63,True,37818.74,59707.56,True,39730.28,59699.52,True,38992.74,61485.79,True,39301.5,62837.39,True,39601.71,62679.93,True,False,False,False,0.0002,99.98,Green,Correctly Cleared
B4899,small_trader,152658,5723.86,72154,39129.98,71852.88,True,39527.59,73895.07,True,38871.32,72352.68,True,37084.98,72815.47,True,38373.09,74078.51,True,38270.09,74038.79,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4900,salaried,117858,5857.01,10586,5318.48,10553.12,True,5568.05,10737.66,True,5488.43,11115.22,True,5804.78,11253.84,True,6139.01,11265.34,True,6251.99,11843.96,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4901,gig_worker,85213,3080.3,75534,57486.77,73602.73,True,56951.39,73811.15,True,59766.0,73295.6,True,61308.76,74979.05,True,64795.55,77557.29,True,63819.7,75182.13,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4902,salaried,172956,8644.74,51460,32951.19,52496.34,True,33898.12,53312.75,True,34740.02,55620.68,True,33920.07,55820.25,True,32894.91,58293.78,True,34145.76,59202.31,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4903,salaried,125974,4922.38,52523,45458.84,55198.77,True,41989.54,44295.57,True,21718.36,34805.74,True,16865.66,24320.46,False,1618.88,26619.11,False,12346.09,19153.47,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4904,small_trader,152227,6292.92,58797,38725.35,56375.39,True,36749.72,56417.71,True,35041.28,55092.22,True,34786.99,54666.39,True,32655.4,54494.97,True,32495.98,53586.09,True,False,False,False,0.0033,99.67,Green,Correctly Cleared
B4905,salaried,196084,6075.68,28891,21821.86,28799.17,True,22090.22,29038.86,True,23298.64,30396.61,True,23077.38,29239.57,True,23346.18,30287.44,True,24003.24,29936.91,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4906,small_trader,79092,3399.59,25256,19378.02,25797.85,True,20473.77,26405.9,True,19469.76,27111.33,True,19575.12,28386.98,True,19308.27,28591.53,True,18984.23,30133.77,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4907,small_trader,182618,8153.71,41107,36489.22,42238.93,True,27976.95,36435.42,True,24013.39,34654.89,True,14997.88,37368.99,True,1828.89,28557.73,False,7437.39,18531.75,False,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4908,small_trader,74859,2993.08,9670,6795.82,9656.81,True,6936.49,9333.65,True,7259.46,9595.74,True,7330.32,9329.42,True,7542.67,9499.45,True,7708.68,9377.54,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4909,gig_worker,87182,3028.21,61017,32811.62,58070.04,True,34418.86,57582.47,True,32547.65,58783.78,True,32345.26,56596.05,True,34580.75,58028.69,True,33817.26,57395.05,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4910,salaried,195190,6405.24,46994,22686.72,45957.54,True,22935.12,46792.4,True,22830.68,47856.67,True,21402.26,47475.93,True,21588.23,50204.23,True,22143.65,49629.35,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4911,salaried,56260,1807.74,72229,59690.29,69106.04,True,59102.31,71059.63,True,52554.94,70382.84,True,56218.74,72798.06,True,54087.3,74341.51,True,48206.6,74687.62,True,False,False,False,0.0212,97.88,Green,Correctly Cleared
B4912,gig_worker,166868,6211.38,72137,41771.77,68606.3,True,41223.79,66937.31,True,40183.87,67855.59,True,41463.17,64916.05,True,42480.81,63705.74,True,41614.01,62284.13,True,False,False,False,0.0006,99.94,Green,Correctly Cleared
B4913,farmer,159080,6687.98,52886,28685.43,51358.17,True,23814.4,40626.35,True,18783.98,30821.2,True,14306.79,28360.73,False,1134.87,31732.58,False,3742.63,15804.03,True,True,True,True,1.0,0.0,Red,Correctly Predicted Default
B4914,salaried,65163,2170.52,50353,38187.39,49667.03,True,36413.98,51451.74,True,36019.77,51200.43,True,33846.32,51293.95,True,33248.63,51874.3,True,30961.87,52522.54,True,False,False,False,0.0006,99.94,Green,Correctly Cleared
B4915,gig_worker,93805,2821.51,60756,54314.44,62167.76,True,54180.33,59749.44,True,53286.92,60760.16,True,52647.66,60046.26,True,48507.39,61020.35,True,48019.03,59581.2,True,False,False,False,0.0011,99.89,Green,Correctly Cleared
B4916,gig_worker,107851,3589.91,58302,43479.46,57015.44,True,42965.1,58138.44,True,45417.84,60261.17,True,49368.68,61354.76,True,49690.42,62828.55,True,49464.79,64143.39,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4917,small_trader,84857,2864.17,26107,14671.34,25488.51,True,16029.93,25689.31,True,15864.94,24494.28,True,16910.28,24033.39,True,16930.01,24505.87,True,17481.97,24118.97,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4918,gig_worker,121513,5123.42,60693,49411.14,58013.08,True,52262.21,58935.39,True,53424.72,60105.05,True,54383.01,61046.68,True,55232.25,64746.92,True,58262.12,63211.36,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4919,small_trader,56696,2670.5,33927,20040.65,34989.06,True,21038.85,35032.9,True,19649.6,34934.4,True,19910.79,33966.99,True,20308.8,34233.82,True,19645.24,34686.51,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4920,small_trader,134421,5549.04,75345,49664.32,74151.19,True,48928.28,73729.48,True,48531.3,73344.06,True,49032.91,72447.52,True,45010.69,71125.42,True,46262.01,71697.07,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4921,small_trader,156148,7756.51,41449,19161.05,40979.07,True,17495.15,42094.32,True,19626.79,43066.31,True,17477.36,43753.23,True,17311.99,45792.37,True,16705.23,46425.87,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4922,farmer,41138,1733.14,79477,57477.66,76804.13,True,57504.98,78807.85,True,56200.28,78748.48,True,53051.62,79675.29,True,52554.13,83443.46,True,53629.62,84717.74,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4923,salaried,41491,1723.8,70827,41844.49,71751.43,True,44756.4,72491.42,True,45231.23,71898.9,True,46502.0,72981.45,True,49142.43,73045.94,True,49840.25,73304.19,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4924,farmer,110245,4221.84,10628,5000.0,10143.76,True,4853.87,10190.78,True,4611.18,10678.88,True,4460.87,10525.92,True,4405.03,10912.99,True,4011.17,10963.3,True,False,False,False,0.0009,99.91,Green,Correctly Cleared
B4925,farmer,26058,1122.81,76565,46266.63,75965.36,True,44485.99,78018.64,True,45932.57,77137.7,True,45275.55,74805.79,True,46395.01,72665.31,True,46596.28,73124.18,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4926,gig_worker,40297,1704.14,12630,11798.83,13175.84,True,12100.11,13562.79,True,11737.92,14490.47,True,11691.45,14578.02,True,11966.24,14835.45,True,11738.53,15463.55,True,False,False,False,0.0001,99.99,Green,Correctly Cleared
B4927,salaried,175511,7071.62,29986,19275.0,30575.34,True,18864.81,31270.64,True,21432.86,32325.5,True,20768.0,33203.88,True,22731.2,32636.29,True,23070.32,33525.82,True,False,False,False,0.0,100.0,Green,Correctly Cleared
B4928,salaried,79774,2890.43,19511,14553.65,20035.47,True,14020.72,20211.41,True,13169.7,20437.41,True,13621.03,21371.69,True,13120.22,22133.4,True,12485.94,22295.19,True,False,False,False,0.0017,99.83,Green,Correctly Cleared
B4929,gig_worker,195880,7627.11,56760,34422.93,55699.48,True,31949.65,55467.34,True,32329.75,56462.56,True,31100.71,54980.23,True,30075.37,56260.1,True,28036.9,56593.24,True,False,False,False,0.0013,99.87,Green,Correctly Cleared
